,Pseudo Code,Java,Python
21,Find prime factors of Array elements whose sum of exponents is divisible by K | Java program for the above approach ; To store the smallest prime factor till 10 ^ 5 ; Function to compute smallest prime factor array ; Initialize the spf array first element ; Marking smallest prime factor for every number to be itself ; Separately marking smallest prime factor for every even number as 2 ; Checking if i is prime ; Marking SPF for all numbers divisible by i ; Marking spf [ j ] if it is not previously marked ; Function that finds minimum operation ; Create a spf [ ] array ; Map created to store the unique prime numbers ; To store the result ; To store minimum operations ; To store every unique prime number ; Erase 1 as a key because it is not a prime number ; First prime number ; Frequency is divisible by K then insert primeNum in the result [ ] ; Print the elements if it exists ; Driver code ; Given array arr [ ] ; Given K ; Function call,"```java
import java.util.*;
public class PrimeFactors {
    static int[] spf;
    public static void sieveOfEratosthenes(int n) {
        spf = new int[n + 1];
        spf[1] = 1;
        for (int i = 2; i <= n; i++) {
            spf[i] = i;
        }
        for (int i = 2; i * i <= n; i++) {
            if (spf[i] == i) {
                for (int j = i * i; j <= n; j += i) {
                    if (spf[j] == j) {
                        spf[j] = i;
                    }
                }
            }
        }
    }
    public static int minOperations(int[] arr, int k) {
        sieveOfEratosthenes(100000);
        Map<Integer, Integer> primeMap = new HashMap<>();
        List<Integer> result = new ArrayList<>();
        int minOperations = Integer.MAX_VALUE;
        for (int i = 0; i < arr.length; i++) {
            int num = arr[i];
            while (num > 1) {
                int primeNum = spf[num];
                primeMap.put(primeNum, primeMap.getOrDefault(primeNum, 0) + 1);
                num /= primeNum;
            }
        }
        primeMap.remove(1);
        for (Map.Entry<Integer, Integer> entry : primeMap.entrySet()) {
            int primeNum = entry.getKey();
            int frequency = entry.getValue();
            if (frequency % k == 0) {
                result.add(primeNum);
            }
        }
        if (result.size() > 0) {
            Collections.sort(result);
            minOperations = result.get(0);
        }
        return minOperations;
    }
    public static void main(String[] args) {
        int[] arr = {2, 4, 6, 8, 10};
        int k = 2;
        int minOperations = minOperations(arr, k);
        if (minOperations != Integer.MAX_VALUE) {
            System.out.println(minOperations);
        } else {
            System.out.println(""-1"");
        }
    }
}
```","```python
def find_prime_factors(arr, K):
    def sieve_of_eratosthenes(n):
        spf = [i for i in range(n + 1)]
        spf[0] = spf[1] = 1
        for i in range(2, int(n ** 0.5) + 1):
            if spf[i] == i:
                for j in range(i * i, n + 1, i):
                    if spf[j] == j:
                        spf[j] = i
        return spf

    def min_operations(arr, K, spf):
        prime_freq = {}
        result = []
        min_operations = float('inf')
        for num in arr:
            while num > 1:
                prime = spf[num]
                if prime in prime_freq:
                    prime_freq[prime] += 1
                else:
                    prime_freq[prime] = 1
                num //= prime
        prime_freq.pop(1, None)
        for primeNum, freq in prime_freq.items():
            if freq % K == 0:
                result.append(primeNum)
        if result:
            return result
        else:
            return -1

    spf = sieve_of_eratosthenes(10**5)
    return min_operations(arr, K, spf)
```"
22,"Generate first K multiples of N using Bitwise operators | Java program to implement the above approach ; Function to print the first K multiples of N ; Print the value of N * i ; Iterate each bit of N and add Math . pow ( 2 , pos ) , where pos is the index of each set bit ; Check if current bit at pos j is fixed or not ; For next set bit ; Driver Code","```java
public static void printFirstKMultiples(int N, int K) {
    for (int i = 1; i <= K; i++) {
      int multiple = N * i;
      System.out.print(multiple + "" "");
      for (int j = 0; j < 32; j++) {
        if ((N & (1 << j)) != 0) {
          multiple += Math.pow(2, j);
        }
      }
      System.out.println();
    }
  }
```","```python
def print_first_k_multiples(N, K):
  for i in range(1, K + 1):
    multiple = N * i
    print(multiple, end="" "")
    for j in range(31):
      if (multiple >> j) & 1:
        for pos in range(j + 1, 32):
          if (multiple >> pos) & 1:
            multiple += 2 ** pos
            break
```"
23,Least Square Regression Line | Java program to find the regression line ; Function to calculate b ; sum of array x ; sum of array y ; for sum of product of x and y ; sum of square of x ; Function to find the least regression line ; Finding b ; calculating a ; Printing regression line ; Driver code ; statistical data,"```java
public static double calculateB(double[] x, double[] y) {
    double sumX = 0, sumY = 0, sumXY = 0, sumX2 = 0;
    for (int i = 0; i < x.length; i++) {
        sumX += x[i];
        sumY += y[i];
        sumXY += x[i] * y[i];
        sumX2 += x[i] * x[i];
    }
    return (x.length * sumXY - sumX * sumY) / (x.length * sumX2 - sumX * sumX);
}

public static void leastSquaresRegressionLine(double[] x, double[] y) {
    double b = calculateB(x, y);
    double a = (sumY - b * sumX) / x.length;
    System.out.println(""Regression Line: y = "" + a + "" + "" + b + ""x"");
}

public static void main(String[] args) {
    double[] x = {1, 2, 3, 4, 5};
    double[] y = {2, 4, 5, 4, 6};
    leastSquaresRegressionLine(x, y);
}
```","```python
def least_squares_regression_line(x, y):
  n = len(x)
  sum_x = sum(x)
  sum_y = sum(y)
  sum_xy = sum([x[i] * y[i] for i in range(n)])
  sum_x_squared = sum([x[i] ** 2 for i in range(n)])
  b = (n * sum_xy - sum_x * sum_y) / (n * sum_x_squared - sum_x ** 2)
  a = (sum_y - b * sum_x) / n
  return a, b
```"
24,Count of repeating digits in a given Number | Java program for the above approach ; Function that returns the count of repeating digits of the given number ; Initialize a variable to store count of Repeating digits ; Initialize cnt array to store digit count ; Iterate through the digits of N ; Retrieve the last digit of N ; Increase the count of digit ; Remove the last digit of N ; Iterate through the cnt array ; If frequency of digit is greater than 1 ; Increment the count of Repeating digits ; Return count of repeating digit ; Driver Code ; Given array arr [ ] ; Function Call,"```java
public static int countRepeatingDigits(int N) {
    int countRepeatingDigits = 0;
    int[] cnt = new int[10];
    while (N > 0) {
      int digit = N % 10;
      cnt[digit]++;
      N /= 10;
    }
    for (int i = 0; i < 10; i++) {
      if (cnt[i] > 1) {
        countRepeatingDigits++;
      }
    }
    return countRepeatingDigits;
  }
```","```python
def count_repeating_digits(N):
  count = 0
  cnt = [0] * 10
  while N > 0:
    digit = N % 10
    cnt[digit] += 1
    N //= 10
  for i in range(10):
    if cnt[i] > 1:
      count += 1
  return count
```"
25,Find temperature of missing days using given sum and average | Java program for the above approach ; Function for finding the temperature ; Store Day1 - Day2 in diff ; Remaining from s will be Day1 ; Print Day1 and Day2 ; Driver Code ; Functions,"```java
public static void findTemperature(int s, int avg) {
    int diff = avg * 2 - s;
    int day1 = (s - diff) / 2;
    int day2 = day1 + diff;
    System.out.println(day1 + "" "" + day2);
}
```","```python
def find_temperature(s, avg):
  diff = avg * 2 - s
  day1 = (s - diff) / 2
  day2 = day1 + diff
  print(day1, day2)
```"
26,Find two numbers whose sum is N and does not contain any digit as K | Java program for the above approach ; Function to find two numbers whose sum is N and do not contain any digit as k ; Check every number i and ( n - i ) ; Check if i and n - i doesn 't  contain k in them print i and n-i ; Check if flag is 0 then print - 1 ; Driver code ; Given N and K ; Function call,"```java
public static void findNumbers(int n, int k) {
    boolean flag = false;
    for (int i = 1; i <= n / 2; i++) {
      if (!String.valueOf(i).contains(String.valueOf(k)) && !String.valueOf(n - i).contains(String.valueOf(k))) {
        System.out.println(i + "" "" + (n - i));
        flag = true;
        break;
      }
    }
    if (!flag) {
      System.out.println(-1);
    }
  }
```","```python
def find_numbers(N, K):
  for i in range(1, N):
    if str(K) not in str(i) and str(K) not in str(N - i):
      print(i, N - i)
      return
  print(-1)
```"
27,Find the value of P and modular inverse of Q modulo 998244353 | Java implementation to find the value of P . Q - 1 mod 998244353 ; Function to find the value of P * Q ^ - 1 mod 998244353 ; Loop to find the value until the expo is not zero ; Multiply p with q if expo is odd ; Reduce the value of expo by 2 ; Driver code ; Function call,"```java
public static long modInverse(long a, long m) {
    long m0 = m;
    long y = 0, x = 1;
    if (m == 1) {
        return 0;
    }
    while (a > 1) {
        long q = a / m;
        long t = m;
        m = a % m;
        a = t;
        t = y;
        y = x - q * y;
        x = t;
    }
    if (x < 0) {
        x += m0;
    }
    return x;
}

public static long findP(long p, long q, long expo) {
    long result = 1;
    while (expo != 0) {
        if (expo % 2 == 1) {
            result = (result * p) % 998244353;
        }
        expo /= 2;
        p = (p * p) % 998244353;
    }
    return result;
}

public static void main(String[] args) {
    long p = 2, q = 5, expo = 3;
    long qInverse = modInverse(q, 998244353);
    long result = findP(p, qInverse, expo);
    System.out.println(result);
}
```","```python
def modular_inverse(q, mod):
  expo = mod - 2
  p = 1
  while expo != 0:
    if expo % 2 == 1:
      p = (p * q) % mod
    expo //= 2
    q = (q * q) % mod
  return p

def find_value(p, q, mod):
  return (p * modular_inverse(q, mod)) % mod
```"
28,Find two numbers with given sum and maximum possible LCM | Java program of the above approach ; Function that print two numbers with the sum X and maximum possible LCM ; Variables to store the result ; If X is odd ; If X is even ; If floor ( X \/ 2 ) is even ; If floor ( X \/ 2 ) is odd ; Print the result ; Driver code ; Given number ; Function call,"```java
public static void findTwoNumbers(int X) {
  int num1 = 0;
  int num2 = 0;
  if (X % 2 != 0) {
    num1 = X / 2;
    num2 = X / 2 + 1;
  } else {
    if (X / 2 % 2 == 0) {
      num1 = X / 2 - 1;
      num2 = X / 2 + 1;
    } else {
      num1 = X / 2;
      num2 = X / 2;
    }
  }
  System.out.println(num1 + "" "" + num2);
}
```","```python
def find_two_numbers(X):
  a = 0
  b = 0
  if X % 2 != 0:
    a = (X - 1) // 2
    b = (X + 1) // 2
  else:
    if (X // 2) % 2 == 0:
      a = X // 2 - 1
      b = X // 2 + 1
    else:
      a = X // 2
      b = X // 2
  print(a, b)

# Driver code
X = 10
find_two_numbers(X)
```"
29,"Length of longest subarray whose sum is not divisible by integer K | Java program to find the length of the longest subarray whose sum is not divisible by integer K ; Function to find the longest subarray with sum is not divisible by k ; left is the index of the leftmost element that is not divisible by k ; right is the index of the rightmost element that is not divisible by k ; sum of the array ; Find the element that is not multiple of k ; left = - 1 means we are finding the leftmost element that is not divisible by k ; Updating the rightmost element ; Update the sum of the array up to the index i ; Check if the sum of the array is not divisible by k , then return the size of array ; All elements of array are divisible by k , then no such subarray possible so return - 1 ; Length of prefix elements that can be removed ; Length of suffix elements that can be removed ; Return the length of subarray after removing the elements which have lesser number of elements ; Driver code","```java
public static int longestSubarrayNotDivisibleByK(int[] arr, int k) {
    int left = -1;
    int right = -1;
    int sum = 0;
    for (int i = 0; i < arr.length; i++) {
      sum += arr[i];
      if (sum % k != 0) {
        right = i;
        if (left == -1) {
          left = i;
        }
      }
    }
    if (right != -1) {
      return right - left + 1;
    }
    return -1;
  }
```","```python
def longestSubarray(arr, k):
  left = -1
  right = -1
  sum = 0
  for i in range(len(arr)):
    sum += arr[i]
    if sum % k != 0 and left == -1:
      left = i
    right = i
  if sum % k != 0:
    return len(arr)
  if left == -1:
    return -1
  prefix = left
  suffix = len(arr) - right - 1
  return len(arr) - min(prefix, suffix)
```"
30,Minimum steps to convert X to Y by repeated division and multiplication | Java implementation to find minimum steps to convert X to Y by repeated division and multiplication ; Check if X is greater than Y then swap the elements ; Check if X equals Y ; Driver code,"```java
public static int minSteps(int X, int Y) {
    if (X > Y) {
      int temp = X;
      X = Y;
      Y = temp;
    }
    if (X == Y) {
      return 0;
    }
    int steps = 0;
    while (X < Y) {
      if (Y % 2 == 0) {
        Y /= 2;
      } else {
        Y = (Y + 1) / 2;
      }
      steps++;
    }
    return steps + (X - Y);
  }
```","```python
def minSteps(X, Y):
  if X > Y:
    X, Y = Y, X
  if X == Y:
    return 0
  count = 0
  while X != Y:
    if X * 2 <= Y:
      X *= 2
      count += 1
    elif Y % 2 == 0 and Y // 2 >= X:
      Y //= 2
      count += 1
    else:
      return -1
  return count
```"
31,"Count quadruplets ( A , B , C , D ) till N such that sum of square of A and B is equal to that of C and D | Java program for the above approach ; Function to count the quadruples ; Counter variable ; Map to store the sum of pair ( a ^ 2 + b ^ 2 ) ; Iterate till N ; Calculate a ^ 2 + b ^ 2 ; Increment the value in map ; Check if this sum was also in a ^ 2 + b ^ 2 ; Return the count ; Driver code ; Given N ; Function call","```java
public static int countQuadruplets(int N) {
    int count = 0;
    Map<Integer, Integer> sumMap = new HashMap<>();
    for (int a = 1; a <= N; a++) {
      for (int b = 1; b <= N; b++) {
        int sum = a * a + b * b;
        sumMap.put(sum, sumMap.getOrDefault(sum, 0) + 1);
        count += sumMap.getOrDefault(sum, 0) - 1;
      }
    }
    return count;
  }
```","```python
def countQuadruplets(n):
  count = 0
  sums = {}
  for a in range(n + 1):
    for b in range(n + 1):
      sum_ab = a**2 + b**2
      sums[sum_ab] = sums.get(sum_ab, 0) + 1
      count += sums.get(sum_ab, 0) - 1
  return count 
```"
32,"Count of distinct index pair ( i , j ) such that element sum of First Array is greater | Java program for the above problem ; function to find the number of pairs satisfying the given cond . ; variables used for traversal ; count variable to store the count of possible pairs ; Nested loop to find out the possible pairs ; Check if the given condition is satisfied or not . If yes then increment the count . ; Return the count value ; Driver Code ; Size of the arrays ; Initialise the arrays ; function call that returns the count of possible pairs","```java
public static int countPairs(int[] arr1, int[] arr2) {
    int count = 0;
    for (int i = 0; i < arr1.length; i++) {
        for (int j = 0; j < arr2.length; j++) {
            if (arr1[i] + arr2[j] > 0) {
                count++;
            }
        }
    }
    return count;
}
```","```python
def countPairs(arr1, arr2, n):
  count = 0
  for i in range(n):
    for j in range(n):
      if arr1[i] + arr2[j] > 0:
        count += 1
  return count
```"
